rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,dataRate,scenario,switchAuxPhy
407456,1,1,0,2,0.00398305,2.493e-05,0.0032688,99.998,1572804016,1572866664,1029322,1029363,1.0022,1.0022,121,121,25.6609,3364.64,100,D,0
407456,1,1,0,1,4.51073,1.51597e-05,0.142728,105.048,1652111800,1730154400,1081225,1132300,1.01091,1.01091,121,121,16.391,154321,110,A,0
407456,1,1,0,3,0.00446878,2.51874e-05,0.00327461,99.9981,1572796376,1572866664,1029317,1029363,1.00284,1.00284,121,121,25.9258,3370.61,100,E,0
407456,1,1,0,2,5.40016,1.73429e-05,0.185204,104.063,1636723312,1730154400,1071154,1132300,1.00283,1.00283,121,121,18.5769,198382,110,C,0
407456,1,1,0,1,12.4674,2.65372e-05,0.80137,105.048,1652116384,1887429912,1081228,1235229,1.01091,1.01091,121,121,28.6928,866463,120,A,0
407456,1,1,0,2,5.44962,1.74587e-05,0.186763,104.008,1635867632,1730154400,1070594,1132300,1.0022,1.0022,121,121,18.6911,199947,110,D,0
407456,1,1,0,3,5.3001,1.70372e-05,0.179276,104.173,1638454536,1730154400,1072287,1132300,1.00284,1.00284,121,121,18.2688,192235,110,E,0
407456,1,1,0,2,13.3298,2.85011e-05,0.826878,104.006,1635838600,1887429912,1070575,1235229,1.0022,1.0022,121,121,30.5125,885235,120,D,0
407456,1,1,0,2,13.2911,2.84076e-05,0.825737,104.053,1636570512,1887429912,1071054,1235229,1.00283,1.00283,121,121,30.4261,884409,120,C,0
407456,1,1,0,1,19.2007,4.14413e-05,0.875195,105.048,1652117912,2044717648,1081229,1338166,1.01091,1.01091,121,121,44.8075,946286,130,A,0
407456,1,1,0,3,13.189,2.81516e-05,0.823505,104.175,1638497320,1887429912,1072315,1235229,1.00284,1.00284,121,121,30.1874,883057,120,E,0
407456,1,1,0,2,19.958,4.31877e-05,0.901545,104.057,1636633160,2044717648,1071095,1338166,1.00283,1.00283,121,121,46.258,965640,130,C,0
407456,1,1,0,2,19.9933,4.32804e-05,0.90283,104.01,1635911944,2044717648,1070623,1338166,1.0022,1.0022,121,121,46.3369,966591,130,D,0
