rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum
407456,8,12,1,1,39.0311,0.00200531,0.369676,6.73582,100924400,165534352,66050,108334,1.13333,1.13333,120.999,120.999,132.449,24417.1
407456,9,12,1,1,42.4622,0.0020024,0.380458,6.35467,95244824,165534352,62333,108334,1.04802,1.04802,120.953,120.953,124.814,23715.1
407456,10,12,1,1,41.4459,0.00200294,0.381746,6.4644,96927152,165534352,63434,108334,1.03205,1.03205,120.984,120.984,127.053,24215.7
407456,11,12,1,1,40.7951,0.00200666,0.373344,6.54242,98004392,165534352,64139,108334,1.09374,1.09374,120.932,120.932,128.703,23945.9
407456,12,12,1,1,43.76,0.00200393,0.365181,6.21355,93096456,165534352,60927,108334,1.03146,1.03146,120.894,120.894,122.092,22249.4
407456,1,10,1,3,34.2223,0.0016731,0.416416,8.71287,130660808,198640000,85511,130000,1.02389,1.02389,120.994,120.994,143.067,35608.1
407456,2,10,1,3,38.0162,0.0016835,0.431744,8.21778,123124712,198640000,80579,130000,1.0432,1.0432,120.905,120.905,135.653,34789.5
407456,3,10,1,3,36.6346,0.00167672,0.435318,8.43411,125869000,198640000,82375,130000,1.02807,1.02807,120.418,120.418,138.118,35859.3
407456,4,10,1,3,38.0931,0.00166994,0.428479,8.19987,122971912,198640000,80479,130000,1.01244,1.01244,120.987,120.987,134.394,34483.5
407456,5,10,1,3,37.3385,0.0016831,0.424893,8.30341,124470880,198640000,81460,130000,1.01902,1.01902,120.942,120.942,137.103,34611.8
407456,6,10,1,3,36.6431,0.00168343,0.431614,8.40085,125852192,198640000,82364,130000,1.03096,1.03096,120.878,120.878,138.653,35549.5
407456,7,10,1,3,39.4069,0.00169232,0.429288,8.02629,120362088,198640000,78771,130000,1.02285,1.02285,120.991,120.991,133.304,33815.4
407456,8,10,1,3,36.0108,0.0016694,0.427555,8.47624,127108208,198640000,83186,130000,1.0333,1.0333,121,121,138.869,35566.6
