rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum
407456,5,8,1,2,0.0344615,0.000967151,0.00299718,16.5525,248214432,248300000,162444,162500,1.03411,1.03411,120.998,120.998,157.107,486.874
407456,6,8,1,2,0.0387692,0.000968536,0.00295616,16.5524,248203736,248300000,162437,162500,1.03961,1.03961,121,121,157.325,480.19
407456,7,8,1,2,0.0264615,0.000966478,0.00301188,16.5509,248234296,248300000,162457,162500,1.01432,1.01432,121,121,157.01,489.301
407456,8,8,1,2,0.0455385,0.000967873,0.00300146,16.5542,248186928,248300000,162426,162500,1.05882,1.05882,120.998,120.998,157.207,487.515
407456,1,7,1,3,0.0209999,0.000517605,0.00109617,18.9213,283712928,283772520,185676,185715,1.04527,1.04527,121,121,96.1064,203.532
407456,2,7,1,3,0.00646151,0.000525514,0.00108649,18.9188,283754184,283772520,185703,185715,1.01154,1.01154,120.999,120.999,97.589,201.765
407456,3,7,1,3,0.0150769,0.000535038,0.00118828,18.919,283729736,283772520,185687,185715,1.02224,1.02224,120.999,120.999,99.3491,220.648
407456,4,7,1,3,0.0123846,0.000543632,0.00134738,18.9189,283737376,283772520,185692,185715,1.01884,1.01884,121,121,100.948,250.199
407456,5,7,1,3,0.0193845,0.000552591,0.00135842,18.9196,283717512,283772520,185679,185715,1.03106,1.03106,120.999,120.999,102.604,252.23
407456,6,7,1,3,0.0188461,0.000564351,0.00104709,18.92,283719040,283772520,185680,185715,1.0336,1.0336,121,121,104.788,194.423
407456,7,7,1,3,0.0107692,0.000566809,0.00151959,18.9187,283741960,283772520,185695,185715,1.01599,1.01599,121,121,105.253,282.18
407456,1,10,1,1,1.41077,0.00165762,0.0525778,13.0683,195837648,198640000,128166,130000,1.08832,1.08832,120.974,120.974,212.448,6738.69
407456,2,10,1,1,1.37154,0.00165728,0.053183,13.0646,195915576,198640000,128217,130000,1.01385,1.01385,120.981,120.981,212.49,6818.96
407456,3,10,1,1,1.38077,0.00165642,0.0537356,13.0671,195897240,198640000,128205,130000,1.0446,1.0446,120.978,120.978,212.359,6889.18
407456,4,10,1,1,1.35923,0.00165719,0.0531666,13.0659,195940024,198640000,128233,130000,1.02987,1.02987,121,121,212.505,6817.71
407456,5,10,1,1,1.37923,0.00165675,0.0536344,13.0676,195900296,198640000,128207,130000,1.05873,1.05873,120.989,120.989,212.405,6876.3
407456,6,10,1,1,1.37923,0.00165747,0.0524338,13.0674,195900296,198640000,128207,130000,1.05328,1.05328,120.985,120.985,212.497,6722.38
407456,7,10,1,1,1.41077,0.00165654,0.0545783,13.0681,195837648,198640000,128166,130000,1.07911,1.07911,120.966,120.966,212.311,6995.09
407456,8,10,1,1,1.37923,0.0016557,0.0541329,13.0678,195900296,198640000,128207,130000,1.06427,1.06427,120.993,120.993,212.271,6940.21
407456,9,10,1,1,1.37923,0.00165751,0.0524322,13.068,195900296,198640000,128207,130000,1.06977,1.06977,120.996,120.996,212.503,6722.18
407456,10,10,1,1,1.38308,0.00165607,0.0501936,13.067,195892656,198640000,128202,130000,1.03936,1.03936,120.97,120.97,212.31,6434.92
407456,1,9,1,2,0.0193845,0.00109431,0.00208455,14.7182,220669176,220711960,144417,144445,1.0551,1.0551,120.999,120.999,158.036,301.045
407456,2,9,1,2,0.0103846,0.00109543,0.00212365,14.7163,220689040,220711960,144430,144445,1.02778,1.02778,120.998,120.998,158.212,306.718
407456,3,9,1,2,0.00623075,0.0010967,0.00211829,14.7152,220698208,220711960,144436,144445,1.01653,1.01653,121,121,158.402,305.958
407456,4,9,1,2,0.00346153,0.0010991,0.00212068,14.715,220704320,220711960,144440,144445,1.00858,1.00858,120.997,120.997,158.753,306.312
407456,5,9,1,2,0.00484614,0.00110068,0.00212435,14.715,220701264,220711960,144438,144445,1.01185,1.01185,120.999,120.999,158.978,306.837
407456,6,9,1,2,0.0173076,0.00110454,0.00210756,14.7174,220673760,220711960,144420,144445,1.04664,1.04664,120.999,120.999,159.516,304.374
407456,7,9,1,2,0.024923,0.00110675,0.00211117,14.7183,220656952,220711960,144409,144445,1.06355,1.06355,121,121,159.824,304.872
407456,8,9,1,2,0.015923,0.00110928,0.00211639,14.7173,220676816,220711960,144422,144445,1.04391,1.04391,120.999,120.999,160.204,305.653
407456,9,9,1,2,0.0131538,0.00111127,0.00212107,14.7167,220682928,220711960,144426,144445,1.03423,1.03423,120.998,120.998,160.495,306.337
407456,1,8,1,3,0.0246154,0.000606495,0.00227293,16.5531,248238880,248300000,162460,162500,1.02702,1.02702,120.999,120.999,98.5305,369.26
407456,2,8,1,3,0.0184615,0.000611587,0.00225371,16.5524,248254160,248300000,162470,162500,1.01507,1.01507,121,121,99.3639,366.161
407456,3,8,1,3,0.0270769,0.000626725,0.00158197,16.553,248232768,248300000,162456,162500,1.02961,1.02961,121,121,101.815,257.001
407456,4,8,1,3,0.016,0.0006275,0.00193318,16.552,248260272,248300000,162474,162500,1.00852,1.00852,120.999,120.999,101.952,314.092
407456,5,8,1,3,0.0264615,0.000639341,0.00160804,16.5531,248234296,248300000,162457,162500,1.02995,1.02995,121,121,103.865,261.238
407456,6,8,1,3,0.0276923,0.000647695,0.00160536,16.5534,248231240,248300000,162455,162500,1.03319,1.03319,121,121,105.221,260.799
407456,7,8,1,3,0.0172308,0.000658757,0.00153886,16.5529,248257216,248300000,162472,162500,1.01716,1.01716,121,121,107.029,250.022
407456,8,8,1,3,0.0301538,0.000665121,0.00155834,16.5547,248225128,248300000,162451,162500,1.04548,1.04548,120.999,120.999,108.049,253.154
407456,1,11,1,1,1.34369,0.00183604,0.0544478,11.8817,178155632,180582096,116594,118182,1.03843,1.03843,120.991,120.991,214.07,6348.29
407456,2,11,1,1,2.19323,0.00184873,0.0538444,11.8773,176621520,180582096,115590,118182,2.03546,2.03546,121,121,213.692,6223.87
407456,3,11,1,1,1.33184,0.00183641,0.0515949,11.8802,178177024,180582096,116608,118182,1.01612,1.01612,120.999,120.999,214.138,6016.38
407456,4,11,1,1,1.35384,0.00183602,0.0510431,11.881,178137296,180582096,116582,118182,1.02834,1.02834,120.976,120.976,214.046,5950.7
407456,5,11,1,1,1.36992,0.00183618,0.0517666,11.8815,178108264,180582096,116563,118182,1.05644,1.05644,120.98,120.98,214.028,6034.07
407456,6,11,1,1,2.20338,0.00184668,0.0521105,11.8799,176603184,180582096,115578,118182,2.03944,2.03944,120.965,120.965,213.434,6022.83
407456,7,11,1,1,1.36907,0.0018362,0.0511688,11.8816,178109792,180582096,116564,118182,1.06088,1.06088,120.984,120.984,214.033,5964.44
407456,8,11,1,1,1.36992,0.00183765,0.0536498,11.8815,178108264,180582096,116563,118182,1.04537,1.04537,120.968,120.968,214.201,6253.58
407456,9,11,1,1,1.36823,0.00183671,0.0508577,11.8818,178111320,180582096,116565,118182,1.04973,1.04973,120.972,120.972,214.094,5928.23
407456,10,11,1,1,2.17546,0.00184723,0.0525031,11.8794,176653608,180582096,115611,118182,2.02986,2.02986,120.995,120.995,213.558,6069.94
407456,11,11,1,1,1.36823,0.00183777,0.0541758,11.8818,178111320,180582096,116565,118182,1.06528,1.06528,120.987,120.987,214.218,6315.01
407456,1,10,1,2,0.0123077,0.00123776,0.00250749,13.2428,198615552,198640000,129984,130000,1.01402,1.01402,120.998,120.998,160.888,325.934
407456,2,10,1,2,0.0215385,0.00123217,0.00285894,13.2435,198597216,198640000,129972,130000,1.03038,1.03038,120.997,120.997,160.146,371.583
407456,3,10,1,2,0.02,0.00124032,0.00247104,13.2443,198600272,198640000,129974,130000,1.03763,1.03763,120.999,120.999,161.208,321.171
407456,4,10,1,2,0.0276923,0.00124075,0.00249741,13.2455,198584992,198640000,129964,130000,1.05843,1.05843,120.999,120.999,161.252,324.574
407456,5,10,1,2,0.0323077,0.00124138,0.0024856,13.2464,198575824,198640000,129958,130000,1.07214,1.07214,121,121,161.326,323.024
407456,6,10,1,2,0.0184615,0.00123855,0.00254453,13.2431,198603328,198640000,129976,130000,1.02641,1.02641,121,121,160.981,330.728
407456,7,10,1,2,0.0230769,0.00124289,0.00246821,13.2449,198594160,198640000,129970,130000,1.04641,1.04641,120.999,120.999,161.537,320.793
407456,8,10,1,2,0.00923077,0.00124163,0.00249512,13.2428,198621664,198640000,129988,130000,1.00957,1.00957,120.997,120.997,161.396,324.335
407456,9,10,1,2,0.03,0.00124391,0.00248398,13.2455,198580408,198640000,129961,130000,1.05924,1.05924,120.998,120.998,161.659,322.82
407456,10,10,1,2,0.0246154,0.00123847,0.00267633,13.2447,198591104,198640000,129968,130000,1.04771,1.04771,120.999,120.999,160.961,347.838
407456,1,9,1,3,0.0124615,0.000711049,0.00144682,14.716,220684456,220711960,144427,144445,1.02865,1.02865,120.999,120.999,102.694,208.96
407456,2,9,1,3,0.00761536,0.000712981,0.00143561,14.7152,220695152,220711960,144434,144445,1.01746,1.01746,120.999,120.999,102.978,207.351
407456,3,9,1,3,0.00553844,0.000719278,0.0013239,14.7153,220699736,220711960,144437,144445,1.01536,1.01536,120.999,120.999,103.89,191.22
407456,4,9,1,3,0.0103846,0.000719811,0.00134143,14.7155,220689040,220711960,144430,144445,1.02356,1.02356,121,121,103.962,193.743
407456,5,9,1,3,0.836304,0.000729619,0.00116263,14.7151,218866136,220711960,143237,144445,2.00986,2.00986,120.999,120.999,104.508,166.531
407456,6,9,1,3,0.00553844,0.000723496,0.00140627,14.7148,220699736,220711960,144437,144445,1.01178,1.01178,121,121,104.499,203.117
407456,7,9,1,3,0.0207692,0.000736493,0.0012323,14.7159,220666120,220711960,144415,144445,1.03847,1.03847,120.999,120.999,106.36,177.963
407456,8,9,1,3,0.0166153,0.000736384,0.00137208,14.7161,220675288,220711960,144421,144445,1.03503,1.03503,120.999,120.999,106.349,198.157
407456,9,9,1,3,0.0145384,0.000749043,0.00122993,14.7161,220679872,220711960,144424,144445,1.03305,1.03305,121,121,108.179,177.631
407456,1,12,1,1,1.37722,0.00202037,0.0534537,10.892,163254576,165534352,106842,108334,1.0636,1.0636,120.972,120.972,215.859,5711.1
407456,2,12,1,1,1.37999,0.00202136,0.0527721,10.8917,163249992,165534352,106839,108334,1.06031,1.06031,120.968,120.968,215.958,5638.12
407456,3,12,1,1,2.19045,0.00203208,0.0551166,10.8892,161908408,165534352,105961,108334,2.04513,2.04513,120.994,120.994,215.32,5840.21
407456,4,12,1,1,1.34399,0.00202069,0.0527857,10.8908,163309584,165534352,106878,108334,1.03682,1.03682,120.998,120.998,215.966,5641.63
407456,5,12,1,1,1.37445,0.00202196,0.0524411,10.8926,163259160,165534352,106845,108334,1.07443,1.07443,120.979,120.979,216.035,5603.07
407456,6,12,1,1,1.37999,0.00202198,0.0524406,10.891,163249992,165534352,106839,108334,1.0455,1.0455,120.961,120.961,216.025,5602.7
407456,7,12,1,1,1.3643,0.00202071,0.0530001,10.8888,163275968,165534352,106856,108334,1.04108,1.04108,121,121,215.923,5663.38
407456,8,12,1,1,1.38184,0.00202208,0.0512691,10.8909,163246936,165534352,106837,108334,1.05001,1.05001,120.964,120.964,216.031,5477.43
407456,9,12,1,1,1.37445,0.00202195,0.0513724,10.8924,163259160,165534352,106845,108334,1.06891,1.06891,120.976,120.976,216.033,5488.89
407456,10,12,1,1,1.37261,0.00202185,0.0510502,10.8929,163262216,165534352,106847,108334,1.08,1.08,120.983,120.983,216.027,5454.56
407456,11,12,1,1,1.37168,0.00202193,0.0518086,10.8937,163263744,165534352,106848,108334,1.0951,1.0951,120.991,120.991,216.037,5535.65
407456,12,12,1,1,1.37261,0.00202064,0.0531881,10.8931,163262216,165534352,106847,108334,1.08558,1.08558,120.987,120.987,215.898,5682.99
407456,1,11,1,2,0.0397692,0.00136862,0.00289021,12.0418,180510280,180582096,118135,118182,1.07651,1.07651,120.999,120.999,161.68,341.434
407456,2,11,1,2,0.0177692,0.00137002,0.00289906,12.0384,180550008,180582096,118161,118182,1.01346,1.01346,120.997,120.997,161.882,342.556
407456,3,11,1,2,0.0304615,0.00136641,0.00299844,12.0399,180527088,180582096,118146,118182,1.04422,1.04422,120.997,120.997,161.435,354.254
407456,4,11,1,2,0.0270769,0.00137266,0.00291865,12.0402,180533200,180582096,118150,118182,1.04556,1.04556,120.999,120.999,162.178,344.839
407456,5,11,1,2,0.0143846,0.00137466,0.00290163,12.0383,180556120,180582096,118165,118182,1.01215,1.01215,121,121,162.435,342.871
407456,6,11,1,2,0.0177692,0.00137496,0.00295184,12.0386,180550008,180582096,118161,118182,1.01943,1.01943,121,121,162.466,348.793
407456,7,11,1,2,0.0338461,0.00138101,0.00281048,12.0406,180520976,180582096,118142,118182,1.05736,1.05736,120.999,120.999,163.154,332.035
