rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,rateAdaptationManager,scenario,MLOn,paddingDelayUsec,transitionDelayUsec,channelSwitchDelay
1,1,1,1,3,49.1363,0.000209421,1.4203,55.4489,871997512,1714380856,570679,1121977,1.01675,1.01675,120.998,120.998,119.512,810535,ns3::ThompsonSamplingWifiManager,3,0,32,128,80
1,2,1,1,3,49.5147,0.00021266,1.44143,55.0415,865511152,1714380856,566434,1121977,1.02998,1.02998,121,121,120.458,816474,ns3::ThompsonSamplingWifiManager,3,0,32,128,80
1,3,1,1,3,2.25138,1.20143e-05,0.0738825,106.55,1675783576,1714380856,1096717,1121977,1.00774,1.00774,121,121,13.1763,81028.1,ns3::ThompsonSamplingWifiManager,3,0,32,128,80
1,4,1,1,3,5.20938,1.87085e-05,0.172406,103.328,1625072312,1714380856,1063529,1121977,1.01054,1.01054,121,121,19.897,183359,ns3::ThompsonSamplingWifiManager,3,0,32,128,80
1,1,1,1,3,49.3204,0.000211283,1.42127,55.2471,868840664,1714380856,568613,1121977,1.01676,1.01676,121,121,120.138,808154,ns3::ThompsonSamplingWifiManager,3,0,32,128,85
1,2,1,1,3,49.3131,0.000211429,1.43603,55.263,868965960,1714380856,568695,1121977,1.03384,1.03384,121,121,120.238,816662,ns3::ThompsonSamplingWifiManager,3,0,32,128,85
1,3,1,1,3,2.26529,1.20463e-05,0.0743285,106.535,1675545208,1714380856,1096561,1121977,1.00774,1.00774,121,121,13.2095,81505.7,ns3::ThompsonSamplingWifiManager,3,0,32,128,85
1,4,1,1,3,5.48398,1.94777e-05,0.18992,103.029,1620364544,1714380856,1060448,1121977,1.01054,1.01054,121,121,20.6551,201400,ns3::ThompsonSamplingWifiManager,3,0,32,128,85
1,1,1,1,3,49.3182,0.000210874,1.42952,55.2496,868878864,1714380856,568638,1121977,1.01676,1.01676,121,121,119.911,812877,ns3::ThompsonSamplingWifiManager,3,0,32,128,90
1,2,1,1,3,49.0851,0.000209377,1.41592,55.5103,872874584,1714380856,571253,1121977,1.02999,1.02999,120.999,120.999,119.607,808850,ns3::ThompsonSamplingWifiManager,3,0,32,128,90
1,3,1,1,3,2.26832,1.20544e-05,0.0739453,106.532,1675493256,1714380856,1096527,1121977,1.00774,1.00774,121,121,13.218,81083.1,ns3::ThompsonSamplingWifiManager,3,0,32,128,90
1,4,1,1,3,5.65511,1.97796e-05,0.200154,102.843,1617430784,1714380856,1058528,1121977,1.01054,1.01054,121,121,20.9373,211868,ns3::ThompsonSamplingWifiManager,3,0,32,128,90
1,1,1,1,3,49.4908,0.000212572,1.42569,55.0621,865920656,1714380856,566702,1121977,1.01677,1.01677,120.999,120.999,120.465,807944,ns3::ThompsonSamplingWifiManager,3,0,32,128,95
1,2,1,1,3,49.267,0.000210783,1.42814,55.3177,869757464,1714380856,569213,1121977,1.04328,1.04328,121,121,119.98,812915,ns3::ThompsonSamplingWifiManager,3,0,32,128,95
1,3,1,1,3,2.25147,1.20275e-05,0.0732394,106.55,1675782048,1714380856,1096716,1121977,1.00774,1.00774,121,121,13.1907,80322.8,ns3::ThompsonSamplingWifiManager,3,0,32,128,95
1,4,1,1,3,5.93862,2.04244e-05,0.214096,102.534,1612570216,1714380856,1055347,1121977,1.01067,1.01067,121,121,21.5549,225945,ns3::ThompsonSamplingWifiManager,3,0,32,128,95
1,1,1,1,3,49.6223,0.000213606,1.43095,54.9206,863665328,1714380856,565226,1121977,1.01926,1.01926,120.997,120.997,120.736,808811,ns3::ThompsonSamplingWifiManager,3,0,32,128,100
1,2,1,1,3,49.4296,0.000212271,1.42694,55.1345,866968864,1714380856,567388,1121977,1.03053,1.03053,121,121,120.44,809628,ns3::ThompsonSamplingWifiManager,3,0,32,128,100
1,3,1,1,3,2.26261,1.20438e-05,0.0736739,106.538,1675591048,1714380856,1096591,1121977,1.00774,1.00774,121,121,13.2072,80790.2,ns3::ThompsonSamplingWifiManager,3,0,32,128,100
1,4,1,1,3,6.09977,2.08588e-05,0.2208,102.359,1609807592,1714380856,1053539,1121977,1.0114,1.0114,121,121,21.9755,232621,ns3::ThompsonSamplingWifiManager,3,0,32,128,100
1,1,1,1,3,49.4725,0.000212613,1.41765,55.0842,866233896,1714380856,566907,1121977,1.01926,1.01926,120.996,120.996,120.531,803676,ns3::ThompsonSamplingWifiManager,3,0,32,128,105
1,2,1,1,3,49.3633,0.000211492,1.42503,55.2068,868105696,1714380856,568132,1121977,1.03053,1.03053,121,121,120.155,809608,ns3::ThompsonSamplingWifiManager,3,0,32,128,105
1,3,1,1,3,2.25539,1.20208e-05,0.0735404,106.546,1675714816,1714380856,1096672,1121977,1.00774,1.00774,121,121,13.1829,80649.7,ns3::ThompsonSamplingWifiManager,3,0,32,128,105
1,4,1,1,3,6.16189,2.10519e-05,0.225376,102.291,1608742576,1714380856,1052842,1121977,1.01146,1.01146,121,121,22.1643,237286,ns3::ThompsonSamplingWifiManager,3,0,32,128,105
1,1,1,1,3,49.6589,0.000214028,1.42394,54.8827,863038848,1714380856,564816,1121977,1.02106,1.02106,120.995,120.995,120.886,804262,ns3::ThompsonSamplingWifiManager,3,0,32,128,110
1,2,1,1,3,49.4899,0.000212283,1.43448,55.0696,865935936,1714380856,566712,1121977,1.03234,1.03234,121,121,120.303,812935,ns3::ThompsonSamplingWifiManager,3,0,32,128,110
1,3,1,1,3,2.26226,1.20406e-05,0.0739443,106.539,1675597160,1714380856,1096595,1121977,1.00774,1.00774,121,121,13.2036,81087,ns3::ThompsonSamplingWifiManager,3,0,32,128,110
1,4,1,1,3,6.40673,2.16151e-05,0.246808,102.027,1604545160,1714380856,1050095,1121977,1.01547,1.01547,121,121,22.6979,259172,ns3::ThompsonSamplingWifiManager,3,0,32,128,110
