rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,rateAdaptationManager
407456,1,1,41,1,79.2278,0.000680559,2.34657,26.3829,414932984,1997539120,271553,1307290,1.0096,1.0096,121,121,184.807,637218,ns3::IdealWifiManager
407456,2,1,41,1,79.0678,0.000674221,2.33417,26.592,418128032,1997539120,273644,1307290,1.02955,1.02955,120.993,120.993,184.496,638731,ns3::IdealWifiManager
407456,1,1,39,2,69.7349,0.00038391,1.86979,38.4398,604556256,1997539120,395652,1307290,1.0098,1.0098,121,121,151.894,739784,ns3::IdealWifiManager
407456,2,1,39,2,51.103,0.000186637,1.34257,62.1078,976735800,1997539120,639225,1307290,1.01665,1.01665,121,121,119.303,858203,ns3::IdealWifiManager
407456,1,1,39,3,79.8078,0.000630609,2.39028,25.6464,403346160,1997539120,263970,1307290,1.01102,1.01102,121,121,166.461,630962,ns3::IdealWifiManager
407456,2,1,39,3,51.2693,0.000188051,1.34647,61.8931,973415456,1997539120,637052,1307290,1.00958,1.00958,121,121,119.798,857769,ns3::IdealWifiManager
407457,1,1,1,1,48.4592,0.000182191,1.2746,65.463,1029548064,1997539120,673788,1307290,1.00942,1.00942,120.998,120.998,122.758,858808,ns3::IdealWifiManager
407457,2,1,1,1,48.0745,0.000179692,1.2596,65.9545,1037232376,1997539120,678817,1307290,1.01635,1.01635,121,121,121.978,855040,ns3::IdealWifiManager
407456,1,1,41,2,69.8348,0.000392266,1.87373,38.3131,602562216,1997539120,394347,1307290,1.0098,1.0098,121,121,154.688,738898,ns3::IdealWifiManager
407456,2,1,41,2,55.841,0.000218643,1.44921,56.0898,882093008,1997539120,577286,1307290,1.01667,1.01667,121,121,126.219,836609,ns3::IdealWifiManager
407456,1,1,41,3,79.8068,0.000630908,2.39011,25.6478,403367552,1997539120,263984,1307290,1.01102,1.01102,121,121,166.549,630952,ns3::IdealWifiManager
407456,2,1,41,3,55.9745,0.000219912,1.45234,55.9169,879426648,1997539120,575541,1307290,1.0096,1.0096,121,121,126.568,835884,ns3::IdealWifiManager
407457,1,1,3,1,54.8814,0.000232539,1.42392,57.3052,901261768,1997539120,589831,1307290,1.00942,1.00942,121,121,137.158,839874,ns3::IdealWifiManager
407457,2,1,3,1,54.1859,0.000226492,1.40618,58.2109,915154344,1997539120,598923,1307290,1.05416,1.05416,120.999,120.999,135.651,842195,ns3::IdealWifiManager
407457,1,1,1,2,0.386372,1.1709e-05,0.0495618,126.515,1989821192,1997539120,1302239,1307290,1.00536,1.00536,121,121,15.2479,64541.4,ns3::IdealWifiManager
407457,2,1,1,2,4.4479,1.94383e-05,0.145538,121.362,1908690504,1997539120,1249143,1307290,1.01029,1.01029,121,121,24.2811,181797,ns3::IdealWifiManager
407457,1,1,1,3,0.406872,1.17458e-05,0.0492626,126.491,1989411688,1997539120,1301971,1307290,1.00733,1.00733,121,121,15.2927,64138.4,ns3::IdealWifiManager
