rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,rateAdaptationManager,scenario,MLOn,paddingDelayUsec,transitionDelayUsec
1,3,1,1,3,38.0566,0.000136461,1.28102,67.5303,1061946248,1714380856,694991,1121977,1.01687,1.01687,120.993,120.993,94.839,890298,ns3::ThompsonSamplingWifiManager,3,0,128,64
1,4,1,1,3,4.92809,1.82309e-05,0.171729,103.642,1629894680,1714380856,1066685,1121977,1.01882,1.01882,121,121,19.4467,183180,ns3::ThompsonSamplingWifiManager,3,0,128,64
1,1,1,1,3,50.6236,0.000221892,1.43193,53.8339,846499776,1714380856,553992,1121977,1.02086,1.02086,120.988,120.988,122.926,793280,ns3::ThompsonSamplingWifiManager,3,0,128,128
1,2,1,1,3,50.2847,0.000219148,1.42609,54.2039,852309232,1714380856,557794,1121977,1.03424,1.03424,121,121,122.239,795464,ns3::ThompsonSamplingWifiManager,3,0,128,128
1,3,1,1,3,4.06336,1.61036e-05,0.124472,104.576,1644719336,1714380856,1076387,1121977,1.00854,1.00854,121,121,17.3337,133980,ns3::ThompsonSamplingWifiManager,3,0,128,128
1,4,1,1,3,6.08684,2.08384e-05,0.22184,102.376,1610029152,1714380856,1053684,1121977,1.01562,1.01562,121,121,21.9571,233750,ns3::ThompsonSamplingWifiManager,3,0,128,128
1,1,1,1,3,63.5476,0.000375396,1.81682,39.7418,624933664,1714380856,408988,1121977,1.02893,1.02893,121,121,153.532,743059,ns3::ThompsonSamplingWifiManager,3,0,128,256
1,2,1,1,3,64.7293,0.000394849,1.85695,38.4517,604673912,1714380856,395729,1121977,1.02222,1.02222,120.998,120.998,156.253,734849,ns3::ThompsonSamplingWifiManager,3,0,128,256
1,3,1,1,3,4.06247,1.61028e-05,0.124432,104.577,1644734616,1714380856,1076397,1121977,1.00891,1.00891,121,121,17.333,133938,ns3::ThompsonSamplingWifiManager,3,0,128,256
1,4,1,1,3,65.1018,0.000401076,1.87241,38.0604,598288400,1714380856,391550,1121977,1.06416,1.06416,120.994,120.994,157.041,733143,ns3::ThompsonSamplingWifiManager,3,0,128,256
1,1,1,1,3,44.5656,0.000175717,1.38428,60.437,950356408,1714380856,621961,1121977,1.02975,1.02975,121,121,109.289,860965,ns3::ThompsonSamplingWifiManager,3,0,256,16
1,2,1,1,3,26.9189,8.44609e-05,1.16592,79.6668,1252888184,1714380856,819953,1121977,1.0126,1.0126,120.997,120.997,69.2539,955999,ns3::ThompsonSamplingWifiManager,3,0,256,16
1,3,1,1,3,38.9559,0.000141476,1.33259,66.5466,1046528728,1714380856,684901,1121977,1.01394,1.01394,120.996,120.996,96.897,912692,ns3::ThompsonSamplingWifiManager,3,0,256,16
1,4,1,1,3,4.64706,1.75778e-05,0.145928,103.942,1634712464,1714380856,1069838,1121977,1.01103,1.01103,121,121,18.8053,156119,ns3::ThompsonSamplingWifiManager,3,0,256,16
1,1,1,1,3,44.075,0.000172298,1.39025,60.9646,958768048,1714380856,627466,1121977,1.01521,1.01521,121,121,108.111,872335,ns3::ThompsonSamplingWifiManager,3,0,256,32
1,2,1,1,3,27.435,8.67489e-05,1.18546,79.1013,1244041064,1714380856,814163,1121977,1.011,1.011,121,121,70.6276,965161,ns3::ThompsonSamplingWifiManager,3,0,256,32
1,3,1,1,3,38.9733,0.000140729,1.29151,66.5288,1046230768,1714380856,684706,1121977,1.01798,1.01798,120.998,120.998,96.3581,884305,ns3::ThompsonSamplingWifiManager,3,0,256,32
1,4,1,1,3,4.57416,1.73436e-05,0.144532,104.028,1635962368,1714380856,1070656,1121977,1.01903,1.01903,121,121,18.569,154744,ns3::ThompsonSamplingWifiManager,3,0,256,32
1,1,1,1,3,47.1946,0.000194323,1.38948,57.5645,905284992,1714380856,592464,1121977,1.01501,1.01501,120.998,120.998,115.129,823220,ns3::ThompsonSamplingWifiManager,3,0,256,64
1,2,1,1,3,21.5477,6.50673e-05,0.979291,85.5194,1344971576,1714380856,880217,1121977,1.01172,1.01172,121,121,57.2733,861988,ns3::ThompsonSamplingWifiManager,3,0,256,64
1,3,1,1,3,38.9501,0.000141248,1.29082,66.5528,1046628048,1714380856,684966,1121977,1.0179,1.0179,121,121,96.7502,884166,ns3::ThompsonSamplingWifiManager,3,0,256,64
1,4,1,1,3,4.81766,1.79056e-05,0.154593,103.756,1631787872,1714380856,1067924,1121977,1.01111,1.01111,121,121,19.1219,165093,ns3::ThompsonSamplingWifiManager,3,0,256,64
1,1,1,1,3,50.6236,0.000222025,1.43396,53.836,846499776,1714380856,553992,1121977,1.03277,1.03277,120.995,120.995,123,794401,ns3::ThompsonSamplingWifiManager,3,0,256,128
1,2,1,1,3,50.0534,0.000217306,1.43301,54.4497,856274392,1714380856,560389,1121977,1.02026,1.02026,121,121,121.776,803044,ns3::ThompsonSamplingWifiManager,3,0,256,128
1,3,1,1,3,4.05552,1.60969e-05,0.12379,104.585,1644853800,1714380856,1076475,1121977,1.00907,1.00907,121,121,17.3279,133256,ns3::ThompsonSamplingWifiManager,3,0,256,128
1,4,1,1,3,6.11242,2.09034e-05,0.221916,102.345,1609590616,1714380856,1053397,1121977,1.01176,1.01176,121,121,22.0196,233765,ns3::ThompsonSamplingWifiManager,3,0,256,128
1,1,1,1,3,63.3942,0.000372689,1.81281,39.9111,627563352,1714380856,410709,1121977,1.02118,1.02118,120.986,120.986,153.066,744537,ns3::ThompsonSamplingWifiManager,3,0,256,256
1,2,1,1,3,64.7872,0.00039587,1.85875,38.3941,603682240,1714380856,395080,1121977,1.04056,1.04056,121,121,156.4,734353,ns3::ThompsonSamplingWifiManager,3,0,256,256
1,3,1,1,3,4.05668,1.60986e-05,0.123793,104.584,1644833936,1714380856,1076462,1121977,1.00941,1.00941,121,121,17.3295,133259,ns3::ThompsonSamplingWifiManager,3,0,256,256
1,4,1,1,3,64.8277,0.000396815,1.86151,38.3548,602987000,1714380856,394625,1121977,1.0511,1.0511,120.995,120.995,156.593,734599,ns3::ThompsonSamplingWifiManager,3,0,256,256

